申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,地建號範圍,行政區,地段
買賣,房地(土地+建物),2,1,,5,2,4,Y,透天厝,2200000,,,,N,1080926,,2,155,33.98,住,,,99.45,住商用,鋼筋混凝土造,4,850920,23,一層;二層;三層;四層;騎樓;電梯樓梯間,,,銀川街211~240號,鼓山區,內惟段十小段
買賣,房地(土地+建物)+車位,3,1,2,4,2,2,Y,華廈(10F含以下有電梯),7500000,,,,N,1080903,,2,123,48.78,住,,,165.28,住家用,鋼筋混凝土造,6,830513,25,五層,0,0,青峰街61~90號,鼓山區,內惟段三小段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),5800000,,,1600000,Y,1080727,,2,147,7.11,商,,,86.97,住家用,鋼筋混凝土造,15,980325,10,十三層,1600000,13.04,美術東四路421~450號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),13800000,,,,Y,1080823,,2,158,18.56,商,,,182.96,住家用,鋼筋混凝土造,15,950823,13,八層,0,0,明誠三路421~450號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),3060000,,,,Y,1080918,,2,132,29.18,住,,,104.35,,鋼筋混凝土造,5,760513,32,五層,,,龍德路255巷1~30號,鼓山區,龍華段四小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),15000000,,,,Y,1080826,,2,158,18.07,商,,,210.66,住家用,鋼筋混凝土造,19,951205,13,四層,0,0,南屏路841~870號,鼓山區,龍中段
買賣,土地,1,,,,,,Y,,7500000,,,,N,1080803,,2,133,101,住,,,,,,,,,,,,鼓中段一小段151~180地號,鼓山區,鼓中段一小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),5450000,,,,Y,1080913,,2,152,8,商,,,88.45,住家用,鋼筋混凝土造,15,960131,13,二層,,,明倫路151~180號,鼓山區,龍華段八小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),7500000,,,,Y,1080904,,2,152,13.22,商,,,168.35,住家用,鋼筋混凝土造,21,840309,24,十三層,0,0,文忠路91~120號,鼓山區,龍華段八小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,華廈(10F含以下有電梯),6300000,,,,Y,1080904,,2,128,17.31,住,,,116.82,住家用,鋼筋混凝土造,10,1000624,8,五層,0,29.72,鼓山三路1~30號,鼓山區,內惟段八小段
買賣,房地(土地+建物),1,1,,4,2,2,Y,住宅大樓(11F含以上有電梯),7300000,,,,Y,1080907,,2,132,15.12,住,,,174.72,住家用,鋼筋混凝土造,27,840707,24,九層,,,大順一路991~1020號,鼓山區,龍華段四小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7400000,,,,Y,1080819,,2,147,12.73,商,,,144.94,住家用,鋼筋混凝土造,15,951101,13,四層,0,20.31,美術東六街91~120號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),8000000,,,,Y,1080830,,2,131,31.95,住,,,200.62,住家用,鋼筋混凝土造,12,791023,29,八層,0,0,龍德路106巷1~30號,鼓山區,龍華段三小段
買賣,房地(土地+建物),1,1,,1,1,2,Y,公寓(5F含以下無電梯),7500000,,,,N,1080906,,2,129,29.17,住,,,87.6,,鋼筋混凝土造,5,680919,40,一層;騎樓,,,裕興路31~60號,鼓山區,龍華段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9800000,,,,Y,1080903,,2,158,14.7,商,,,130.25,住家用,鋼筋混凝土造,15,940929,14,七層,0,0,富農路91~120號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),7350000,,,,Y,1080909,,2,147,18.92,商,,,135.79,住家用,鋼筋混凝土造,11,950414,13,二層,,,美術東六街211~240號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),5300000,,,,Y,1080831,,2,158,10.19,住,,,87.98,住家用,鋼筋混凝土造,14,940909,14,五層,,,裕國街151~180號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6500000,5200000,1300000,,Y,1080819,,2,158,9.34,商,,,100.4,住家用,鋼筋混凝土造,14,950203,14,十一層,,,龍德路331~360號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),10150000,,,,N,1080809,,2,147,15.55,住,,,144.3,住家用,鋼筋混凝土造,15,1020124,7,五層,0,15.86,美術南五街61~90號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),11500000,,,,Y,1080918,,2,147,23.29,住,,,186.53,住家用,鋼筋混凝土造,17,970606,11,五層,0,39.5,美術東二路241~270號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6800000,,,,Y,1080918,,2,152,15.2,商,,,154.13,住家用,鋼筋混凝土造,12,780614,30,五層,,,裕誠路1051~1080號,鼓山區,龍華段八小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),7500000,,,,Y,1080901,,2,158,10.2,商,,,117.81,住家用,鋼筋混凝土造,15,950602,13,十層,,,龍德路361~390號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,Y,住宅大樓(11F含以上有電梯),29500000,19150000,10350000,,Y,1080918,,2,147,19,商,,,331.7,見其它登記事項,見其它登記事項,29,1071018,1,二十七層,0,36.84,明誠四路1~30號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),20000000,,,,Y,1080919,,2,147,23.51,商,,,257.36,住家用,鋼筋混凝土造,22,950613,13,十七層,0,30.29,美術東五路151~180號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,Y,住宅大樓(11F含以上有電梯),34000000,,,,Y,1080815,,2,152,19.97,商,,,351.51,住家用,見其它登記事項,28,1031006,5,二十二層,0,31.92,文信路211~240號,鼓山區,龍華段八小段
買賣,房地(土地+建物),1,1,,1,1,2,Y,公寓(5F含以下無電梯),5000000,,,,N,1080925,,2,124,24.13,住,,,60.46,,鋼筋混凝土造,4,650414,43,一層;騎樓,,,西藏街331~360號,鼓山區,內惟段四小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,華廈(10F含以下有電梯),7050000,,,,Y,1080910,,2,129,28.29,住,,,174.7,住家用,鋼筋混凝土造,7,820201,27,七層,0,0,華寧路151~180號,鼓山區,龍華段一小段
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,Y,住宅大樓(11F含以上有電梯),15000000,,,,Y,1080805,,2,158,42.87,住,,,241.24,住家用,鋼筋混凝土造,13,940118,15,一層,0,0,裕誠路2101~2130號,鼓山區,龍中段
買賣,土地,3,,,,,,Y,,61000000,61000000,,,N,1080822,,2,133,528.65,住,,,,,,,,,,,,鼓中段一小段691~720地號,鼓山區,鼓中段一小段
買賣,房地(土地+建物)+車位,1,1,3,4,2,4,Y,住宅大樓(11F含以上有電梯),44200000,,,,Y,1080911,,2,147,63.2,住,,,485.96,住家用,鋼筋混凝土造,25,980428,10,十六層,0,82.01,美術館路151~180號,鼓山區,青海段
買賣,房地(土地+建物),2,1,,3,2,2,Y,公寓(5F含以下無電梯),3750000,,,,N,1080915,,2,130,32.7,住,,,112.55,,鋼筋混凝土造,5,740225,35,三層,,,明倫路91~120號,鼓山區,龍華段二小段
買賣,土地,1,,,,,,Y,,360000,,,,N,1081008,,2,140,10.33,住,,,,,,,,,,,,鼓南段三小段691~720地號,鼓山區,鼓南段三小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6780000,,,,Y,1080820,,2,152,6.7,商,,,98.59,住家用,鋼筋混凝土造,14,901008,18,十層,,,文信路181~210號,鼓山區,龍華段八小段
買賣,房地(土地+建物),1,1,,2,1,2,Y,住宅大樓(11F含以上有電梯),15800000,,,,N,1080922,,2,130,36.75,住,,,267.25,住商用,鋼筋混凝土造,13,840111,25,一層;二層;騎樓;地下層,,,華豐街61~90號,鼓山區,龍華段二小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),7200000,,,,Y,1080914,,2,132,13.53,住,,,168.17,住家用,鋼筋混凝土造,27,840707,24,七層,0,0,大順一路1021~1050號,鼓山區,龍華段四小段
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,Y,住宅大樓(11F含以上有電梯),39790000,15385000,24405000,,Y,1080726,,2,147,33.51,住,,,428.56,見其它登記事項,見其它登記事項,29,1071213,1,十三層,3800000,41.62,美術北五街91~120號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,4,2,4,Y,住宅大樓(11F含以上有電梯),39200000,15680000,23520000,,Y,1080819,,2,147,33.41,住,,,424.31,見其它登記事項,見其它登記事項,29,1071213,1,二十五層,4600000,41.62,美術北五街91~120號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,3,3,2,3,Y,住宅大樓(11F含以上有電梯),22930000,7977000,14953000,,Y,1080802,,2,147,21.88,住,,,270.57,見其它登記事項,見其它登記事項,29,1071213,1,六層,0,59.95,美術北五街61~90號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,Y,住宅大樓(11F含以上有電梯),21550000,8232000,13318000,,Y,1080802,,2,147,18.5,住,,,239.01,見其它登記事項,見其它登記事項,29,1071213,1,九層,3000000,36.66,美術北五街61~90號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,3,2,3,Y,住宅大樓(11F含以上有電梯),20050000,7840000,12210000,,Y,1080727,,2,147,17.2,住,,,231.43,見其它登記事項,見其它登記事項,29,1071213,1,八層,1600000,20.81,美術北五街61~90號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,Y,住宅大樓(11F含以上有電梯),25110000,9971000,15139000,,Y,1080801,,2,147,18.6,住,,,242.78,見其它登記事項,見其它登記事項,29,1071213,1,二十五層,3600000,36.66,美術北五街61~90號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,Y,住宅大樓(11F含以上有電梯),9500000,,,,Y,1080920,,2,158,14.15,商,,,155.67,住家用,鋼筋混凝土造,15,950626,13,十層,0,0,明誠三路451~480號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8880000,,,,Y,1080920,,2,158,17.09,住,,,140.1,住家用,鋼筋混凝土造,14,940909,14,十層,0,0,裕國街151~180號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,2,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),6060000,,,,Y,1080902,,2,126,35.49,住,,,175.79,住家用,鋼筋混凝土造,14,790822,29,二層,0,0,九如四路673巷1~30號,鼓山區,內惟段六小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),6450000,,,,Y,1080915,,2,158,13.58,住,,,111.44,住家用,鋼筋混凝土造,15,940531,14,十層,,,美術東三路1~30號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),8600000,,,,Y,1080805,,2,151,17.37,住,,,164.33,住家用,鋼筋混凝土造,13,830825,25,十二層;電梯樓梯間,0,0,中華一路451~480號,鼓山區,龍華段七小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9650000,,,,Y,1080903,,2,147,21,住,,,153.6,住家用,鋼筋混凝土造,14,940616,14,十二層,0,0,美術南五街181~210號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9060000,,,,Y,1080917,,2,147,20.17,住,,,138.83,住家用,鋼筋混凝土造,15,941114,14,十三層,0,21.61,美術東四路451~480號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,2,,,,N,住宅大樓(11F含以上有電梯),21280000,13500000,5780000,2000000,Y,1080918,,2,158,17.53,商,,,308.9,住家用,鋼骨鋼筋混凝土造,30,1011011,7,七層,0,0,富農路151~180號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,1,1,1,Y,住宅大樓(11F含以上有電梯),3600000,,,,Y,1080911,,2,147,6.09,住,,,63.09,住家用,鋼筋混凝土造,15,980325,10,十四層,,,美術東四路451~480號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,4,2,2,Y,住宅大樓(11F含以上有電梯),5850000,,,,Y,1080928,,2,124,9.52,住,,,145.43,住家用,鋼筋混凝土造,22,840503,24,十九層,,,九如四路931~960號,鼓山區,內惟段四小段
買賣,房地(土地+建物)+車位,1,1,1,,,,N,辦公商業大樓,7500000,,,,Y,1080920,,2,148,20.43,商,,,182.49,商業用,鋼筋混凝土造,13,830422,25,二層,0,0,中華一路331~360號,鼓山區,龍水段一小段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),5400000,,,,Y,1080929,,2,158,6.85,商,,,73.52,住家用,鋼筋混凝土造,14,950203,14,八層,,,龍德路331~360號,鼓山區,龍中段
買賣,土地,1,,,,,,Y,,12568000,,,,N,1080923,,2,127,501.82,其他,,,,,,,,,,,,內惟段七小段661~690地號,鼓山區,內惟段七小段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),5670000,,,,Y,1080915,,2,158,7.48,商,,,82.55,住家用,鋼筋混凝土造,15,1001007,8,十二層,0,0,龍勝路31~60號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,1,2,2,Y,住宅大樓(11F含以上有電梯),16800000,10770000,6030000,,Y,1080909,,2,147,10.7,商,,,186.83,見其它登記事項,見其它登記事項,29,1071018,1,二十五層,0,18.42,明誠四路1~30號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),31180000,,,,Y,1080924,,2,147,26.68,商,,,307.51,住家用,鋼筋混凝土造,24,960504,12,十一層,0,31.16,明誠四路211~240號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4800000,,,,Y,1080915,,2,152,7.42,商,,,76.4,住家用,鋼筋混凝土造,14,880930,20,四層,0,7.04,昌盛路1~30號,鼓山區,龍華段八小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),5500000,,,,Y,1080917,,2,147,11.55,住,,,86.07,住家用,鋼筋混凝土造,14,940202,15,十一層,,,青海路61~90號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,5,0,5,Y,公寓(5F含以下無電梯),4420000,,,,N,1080921,,2,125,25.67,住,,,99.35,,鋼筋混凝土造,5,771217,31,二層,,,九如四路917巷34弄1~30號,鼓山區,內惟段五小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5200000,,,,Y,1080817,,2,132,8.75,住,,,99.87,住家用,鋼筋混凝土造,27,840707,24,三層,,,大順一路1041巷1~30號,鼓山區,龍華段四小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8000000,,,,Y,1080917,,2,147,12.22,住,,,138.72,住家用,鋼筋混凝土造,15,951101,13,十五層,0,21.53,美術東六街121~150號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),7000000,,,,Y,1080826,,2,152,13.73,商,,,138.66,住家用,鋼筋混凝土造,12,780210,31,八層,,,裕誠路1021~1050號,鼓山區,龍華段八小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9000000,,,,Y,1081014,,2,147,17.03,住,,,145.9,住家用,鋼筋混凝土造,14,921022,16,十二層,0,0,美術南三路241~270號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4750000,,,,Y,1080915,,2,132,8.75,住,,,101.18,住家用,鋼筋混凝土造,27,840707,24,十九層,,,大順一路1011巷1~30號,鼓山區,龍華段四小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),19000000,,,,Y,1081011,,2,147,20.2,住,,,242.37,住家用,見其它登記事項,21,1030508,5,十一層,0,0,美術北五街91~120號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,2,2,3,Y,透天厝,11800000,,,,N,1080921,,2,129,73,住,,,167.41,,鋼筋混凝土造,3,671009,41,一層;二層;三層;騎樓;地下層,,,華寧路151~180號,鼓山區,龍華段一小段
買賣,房地(土地+建物),1,1,,2,1,2,Y,住宅大樓(11F含以上有電梯),4000000,,,,Y,1080920,,2,147,8.98,商,,,86.68,住家用,鋼筋混凝土造,15,950825,13,十二層,,,美術東四路301~330號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),15860000,,,1800000,Y,1080912,,2,147,29.7,住,,,228.47,住家用,鋼筋混凝土造,15,990429,9,九層,1800000,29.16,美術東八街1~30號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),5500000,,,,Y,1081003,,2,147,13.3,住,,,87.08,住家用,鋼筋混凝土造,14,930610,15,九層,,,美術南三路91~120號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),6300000,,,1000000,Y,1080912,,2,158,9.42,商,,,88.75,住家用,鋼筋混凝土造,15,940602,14,十層,1000000,6.82,龍德路271~300號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,6,2,6,Y,透天厝,38500000,,,,N,1080820,,2,129,136,住,,,390.94,住家用,鋼筋混凝土造,5,1001206,8,一層;二層;三層;四層;五層;屋頂突出物,,,華泰路31~60號,鼓山區,龍華段一小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),5100000,,,,Y,1080917,,2,158,8.31,商,,,78.1,住家用,鋼筋混凝土造,15,950626,13,四層,,,明誠三路451~480號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),6210000,,,,Y,1080830,,2,147,11.32,商,,,122.08,商業用,鋼筋混凝土造,14,950209,14,二層,0,0,美術北一街91~120號,鼓山區,青海段
買賣,房地(土地+建物),2,1,,2,1,2,Y,公寓(5F含以下無電梯),4500000,,,,N,1080919,,2,149,24.73,住,,,65.63,,鋼筋混凝土造,5,730327,35,一層;騎樓,,,中華一路1~30號,鼓山區,龍華段五小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5500000,,,,Y,1081014,,2,128,19.08,住,,,119.01,住家用,鋼筋混凝土造,13,910627,17,二層,,,青泉街12巷1~30號,鼓山區,內惟段八小段
買賣,房地(土地+建物),4,1,,3,2,2,Y,公寓(5F含以下無電梯),3720000,,,,N,1080922,,2,129,32.32,住,,,132.3,住家用,鋼筋混凝土造,5,781002,30,五層,,,中華一路19巷61~90號,鼓山區,龍華段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),27950000,16540000,9710000,1700000,Y,1080810,,2,147,24.64,住,,,302.47,見其它登記事項,鋼筋混凝土造,29,1060601,2,十九層,1700000,27.01,美術南三路361~390號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),18000000,,,,Y,1080925,,2,147,30.35,住,,,214.26,住家用,鋼筋混凝土造,15,950505,13,十二層,0,0,美術館路151~180號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,4,2,2,Y,公寓(5F含以下無電梯),2500000,,,,N,1081001,,2,148,28.71,住,,,108,,鋼筋混凝土造,5,751013,33,五層,,,中華一路271~300號,鼓山區,龍水段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),17000000,,,,Y,1080822,,2,147,24.27,住,,,251.28,住家用,鋼筋混凝土造,24,1030212,6,十七層,0,30.5,美術東四路361~390號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8000000,,,,Y,1080917,,2,147,13.24,商,,,147.78,住家用,鋼筋混凝土造,15,951101,13,十四層,0,0,美術東六街121~150號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),7200000,,,1300000,Y,1080927,,2,158,11.12,商,,,107.02,住家用,鋼筋混凝土造,14,931006,15,十三層,1300000,17.15,明誠三路661~690號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9500000,,,,Y,1080918,,2,147,16.78,住,,,143.16,住家用,鋼筋混凝土造,15,970425,11,四層,0,23.97,美術北三路211~240號,鼓山區,青海段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4500000,,,,Y,1080926,,2,132,8.75,住,,,100.38,住家用,鋼筋混凝土造,27,840707,24,十八層,,,大順一路1041巷1~30號,鼓山區,龍華段四小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4900000,,,,Y,1080917,,2,158,6.91,商,,,76.33,住家用,鋼筋混凝土造,15,1001007,8,四層,,,龍勝路31~60號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,2,2,1,Y,透天厝,2200000,,,,N,1080926,,2,126,45,住,,,67.3,,加強磚造,2,580301,51,一層;二層,,,裕民街172巷31弄1~30號,鼓山區,內惟段六小段
買賣,房地(土地+建物),2,1,,3,2,3,Y,公寓(5F含以下無電梯),6700000,,,,N,1080925,,2,141,23.6,其他,,,83.13,,鋼筋混凝土造,5,720524,36,一層,,,哨船街80巷1~30號,鼓山區,鼓南段四小段
買賣,房地(土地+建物),1,1,,4,2,4,Y,透天厝,4330000,,,,N,1080927,,2,140,48,商,,,76.2,,加強磚造,2,550210,54,一層;二層,,,鼓波街27巷1~30號,鼓山區,鼓南段三小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),11600000,,,,Y,1080920,,2,158,13.7,商,,,171.08,住家用,鋼筋混凝土造,19,951205,13,十三層,0,26.87,南屏路841~870號,鼓山區,龍中段
買賣,房地(土地+建物),1,1,,,,,N,住宅大樓(11F含以上有電梯),2750000,,,,Y,1081021,,2,152,6.79,商,,,59.63,住家用,鋼筋混凝土造,11,850320,24,五層,,,文信路181~210號,鼓山區,龍華段八小段
買賣,房地(土地+建物),1,1,,1,1,1,Y,套房(1房(1廳)1衛),2800000,,,,N,1080921,,2,152,4.89,商,,,63.47,住家用,鋼筋混凝土造,16,800810,28,八層,,,文忠路91~120號,鼓山區,龍華段八小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9620000,,,,Y,1080924,,2,147,25.7,住,,,154.17,住家用,鋼筋混凝土造,11,931018,15,十層,0,15.66,美明路31~60號,鼓山區,青海段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),18600000,13170000,5430000,,Y,1080807,,2,158,17.01,商,,,261.24,住家用,鋼筋混凝土造,24,1030613,5,二層,0,17.98,裕誠路1801~1830號,鼓山區,龍中段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9100000,,,,Y,1081008,,2,158,13.74,商,,,130.03,住家用,鋼筋混凝土造,15,940929,14,十層,0,5.26,富農路121~150號,鼓山區,龍中段
